name,japanese_name_romanji,japanese_name_kana,number,prop. male,prop. female,classification,type1,type2,height_in,height_m,weight_lbs,weight_kg,hit_points,attack,defense,sp_att,sp_def,speed,effort_values,wk_normal,wk_fire,wk_water,wk_electric,wk_grass,wk_ice,wk_fighting,wk_poison,wk_ground,wk_flying,wk_psychic,wk_bug,wk_rock,wk_ghost,wk_dragon,wk_dark,wk_steel,wk_fairy
Horsea,Tattu,タッツー,#116,50,50,Dragon Pokémon,Water,,16,0.4,17.6,8.0,30,40,70,70,25,60,1 Sp. Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Seadra,Seadra,シードラ,#117,50,50,Dragon Pokémon,Water,,47,1.2,55.1,25.0,55,65,95,95,45,85,1 Defense Point(s)1 Sp. Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
,,,#118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scyther,Strike,ストライク,#123,50,50,Mantis Pokémon,Bug,Flying,59,1.5,123.5,56.0,70,110,80,55,80,105,1 Attack Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
,,,#124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electabuzz,Eleboo,エレブー,#125,75,25,Electric Pokémon,Electric,,43,1.1,66.1,30.0,65,83,57,95,85,105,2 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Magmar,Boober,ブーバー,#126,75,25,Spitfire Pokémon,Fire,,51,1.3,98.1,44.5,65,95,57,100,85,93,2 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
,,,#127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tauros,Kentauros,ケンタロス,#128,100,0,Wild Bull Pokémon,Normal,Fighting,55,1.4,194.9,88.4,75,100,95,40,70,110,1 Attack Point(s)1 Speed Point(s)Paldean Form2 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
Magikarp,Koiking,コイキング,#129,50,50,Fish Pokémon,Water,,35,0.9,22.0,10.0,20,10,55,15,20,80,1 Speed Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Gyarados,Gyarados,ギャラドス,#130,50,50,Atrocious Pokémon,Water,Flying,256,6.5,518.1,235.0,95,125,79,60,100,81,2 Attack Point(s),1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Lapras,Laplace,ラプラス,#131,50,50,Transport Pokémon,Water,Ice,98,2.5,485.0,220.0,130,85,80,85,95,60,2 HP Point(s),1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Ditto,Metamon,メタモン,#132,,,Transform Pokémon,Normal,,12,0.3,8.8,4.0,48,48,48,48,48,48,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Eevee,Eievui,イーブイ,#133,88,12,Evolution Pokémon,Normal,,12,0.3,14.3,6.5,55,55,50,45,65,55,1 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Vaporeon,Showers,シャワーズ,#134,88,12,Bubble Jet Pokémon,Water,,39,1.0,63.9,29.0,130,65,60,110,95,65,2 HP Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Jolteon,Thunders,サンダース,#135,88,12,Lightning Pokémon,Electric,,31,0.8,54.0,24.5,65,65,60,110,95,130,2 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Flareon,Booster,ブースター,#136,88,12,Flame Pokémon,Fire,,35,0.9,55.1,25.0,65,130,60,95,110,65,2 Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Porygon,Porygon,ポリゴン,#137,,,Virtual Pokémon,Normal,,31,0.8,80.5,36.5,65,60,70,85,75,40,1 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
,,,#138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snorlax,Kabigon,カビゴン,#143,88,12,Sleeping Pokémon,Normal,,83,2.1,1014.1,460.0,160,110,65,65,110,30,2 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Articuno,Freezer,フリーザー,#144,,,Freeze Pokémon (Kantonian)Cruel Pokémon (Galarian),Ice,Flying,67,1.7,122.1,55.4,90,85,100,95,125,85,3 Sp. Defense Point(s)Galarian Form3 Sp. Attack Point(s),1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Zapdos,Thunder,サンダー,#145,,,Electric Pokémon (Kantonian)Strong Legs Pokémon (Galarian),Electric,Flying,63,1.6,116.0,52.6,90,90,85,125,90,100,3 Sp. Attack Point(s)Galarian Form3 Attack Point(s),1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
Moltres,Fire,ファイヤー,#146,,,Flame Pokémon (Kantonian)Malevolent Pokémon (Galarian),Fire,Flying,79,2.0,132.3,60.0,90,100,90,125,85,90,3 Sp. Attack Point(s)Galarian Form3 Sp. Defense Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
Dratini,Miniryu,ミニリュウ,#147,50,50,Dragon Pokémon,Dragon,,71,1.8,7.3,3.3,41,64,45,50,50,50,1 Attack Point(s),1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Dragonair,Hakuryu,ハクリュー,#148,50,50,Dragon Pokémon,Dragon,,157,4.0,36.4,16.5,61,84,65,70,70,70,2 Attack Point(s),1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Dragonite,Kairyu,カイリュー,#149,50,50,Dragon Pokémon,Dragon,Flying,87,2.2,463.0,210.0,91,134,95,100,100,80,3 Attack Point(s),1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Mewtwo,Mewtwo,ミュウツー,#150,,,Genetic Pokémon,Psychic,,79,2.0,269.0,122.0,106,110,90,154,90,130,3 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Mew,Mew,ミュウ,#151,,,New Species Pokémon,Psychic,,16,0.4,8.8,4.0,100,100,100,100,100,100,3 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Chikorita,Chicorita,チコリータ,#152,88,12,Leaf Pokémon,Grass,,35,0.9,14.1,6.4,45,49,65,49,65,45,1 Sp. Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Bayleef,Bayleaf,ベイリーフ,#153,88,12,Leaf Pokémon,Grass,,47,1.2,34.8,15.8,60,62,80,63,80,60,1 Defense Point(s)1 Sp. Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Meganium,Meganium,メガニウム,#154,88,12,Herb Pokémon,Grass,,71,1.8,221.6,100.5,80,82,100,83,100,80,1 Defense Point(s)2 Sp. Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Cyndaquil,Hinoarashi,ヒノアラシ,#155,88,12,Fire Mouse Pokémon,Fire,,20,0.5,17.4,7.9,39,52,43,60,50,65,1 Speed Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Quilava,Magmarashi,マグマラシ,#156,88,12,Volcano Pokémon,Fire,,35,0.9,41.9,19.0,58,64,58,80,65,80,1 Speed Point(s)1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Typhlosion,Bakphoon,バクフーン,#157,88,12,Volcano Pokémon (Johtonian)Ghost Flame Pokémon (Hisuian),Fire,Fire,67,1.7,175.3,79.5,78,84,78,109,85,100,3 Sp. Attack Point(s)Hisuian Form3 Sp. Attack Point(s),0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
Totodile,Waninoko,ワニノコ,#158,88,12,Big Jaw Pokémon,Water,,24,0.6,20.9,9.5,50,65,64,44,48,43,1 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Croconaw,Alligates,アリゲイツ,#159,88,12,Big Jaw Pokémon,Water,,43,1.1,55.1,25.0,65,80,80,59,63,58,1 Attack Point(s)1 Defense Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Feraligatr,Ordile,オーダイル,#160,88,12,Big Jaw Pokémon,Water,,91,2.3,195.8,88.8,85,105,100,79,83,78,2 Attack Point(s)1 Defense Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Sentret,Otachi,オタチ,#161,50,50,Scout Pokémon,Normal,,31,0.8,13.2,6.0,35,46,34,35,45,20,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Furret,Ootachi,オオタチ,#162,50,50,Long Body Pokémon,Normal,,71,1.8,71.6,32.5,85,76,64,45,55,90,2 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Hoothoot,Hoho,ホーホー,#163,50,50,Owl Pokémon,Normal,Flying,28,0.7,46.7,21.2,60,30,30,36,56,50,1 HP Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Noctowl,Yorunozuku,ヨルノズク,#164,50,50,Owl Pokémon,Normal,Flying,63,1.6,89.9,40.8,100,50,50,86,96,70,2 HP Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
,,,#165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinarak,Itomaru,イトマル,#167,50,50,String Spit Pokémon,Bug,Poison,20,0.5,18.7,8.5,40,60,40,40,40,30,1 Attack Point(s),1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Ariados,Ariados,アリアドス,#168,50,50,Long Leg Pokémon,Bug,Poison,43,1.1,73.9,33.5,70,90,70,60,70,40,2 Attack Point(s),1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
,,,#169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchou,Chonchie,チョンチー,#170,50,50,Angler Pokémon,Water,Electric,20,0.5,26.5,12.0,75,38,38,56,56,67,1 HP Point(s),1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
Lanturn,Lantern,ランターン,#171,50,50,Light Pokémon,Water,Electric,47,1.2,49.6,22.5,125,58,58,76,76,67,2 HP Point(s),1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
Pichu,Pichu,ピチュー,#172,50,50,Tiny Mouse Pokémon,Electric,,12,0.3,4.4,2.0,20,40,15,35,35,60,1 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Cleffa,Py,ピィ,#173,25,75,Star Shape Pokémon,Fairy,,12,0.3,6.6,3.0,50,25,28,45,55,15,1 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Igglybuff,Pupurin,ププリン,#174,25,75,Balloon Pokémon,Normal,Fairy,12,0.3,2.2,1.0,90,30,15,40,20,15,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
,,,#175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mareep,Merriep,メリープ,#179,50,50,Wool Pokémon,Electric,,24,0.6,17.2,7.8,55,40,40,65,45,35,1 Sp. Attack Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Flaaffy,Mokoko,モココ,#180,50,50,Wool Pokémon,Electric,,31,0.8,29.3,13.3,70,55,55,80,60,45,2 Sp. Attack Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Ampharos,Denryu,デンリュウ,#181,50,50,Light Pokémon,Electric,,55,1.4,135.6,61.5,90,75,85,115,90,55,3 Sp. Attack Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Bellossom,Kireihana,キレイハナ,#182,50,50,Flower Pokémon,Grass,,16,0.4,12.8,5.8,75,80,95,90,100,50,3 Sp. Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Marill,Maril,マリル,#183,50,50,Aquamouse Pokémon,Water,Fairy,16,0.4,18.7,8.5,70,20,50,20,50,40,2 HP Point(s),1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
Azumarill,Marilli,マリルリ,#184,50,50,Aquarabbit Pokémon,Water,Fairy,31,0.8,62.8,28.5,100,50,80,60,80,50,3 HP Point(s),1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
Sudowoodo,Usokkie,ウソッキー,#185,50,50,Imitation Pokémon,Rock,,47,1.2,83.8,38.0,70,100,115,30,65,30,2 Defense Point(s),0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Politoed,Nyorotono,ニョロトノ,#186,50,50,Frog Pokémon,Water,,43,1.1,74.7,33.9,90,75,75,90,100,70,3 Sp. Defense Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Hoppip,Hanecco,ハネッコ,#187,50,50,Cottonweed Pokémon,Grass,Flying,16,0.4,1.1,0.5,35,35,40,35,55,50,1 Sp. Defense Point(s),1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Skiploom,Popocco,ポポッコ,#188,50,50,Cottonweed Pokémon,Grass,Flying,24,0.6,2.2,1.0,55,45,50,45,65,80,2 Speed Point(s),1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Jumpluff,Watacco,ワタッコ,#189,50,50,Cottonweed Pokémon,Grass,Flying,31,0.8,6.6,3.0,75,55,70,55,95,110,3 Speed Point(s),1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Aipom,Eipam,エイパム,#190,50,50,Long Tail Pokémon,Normal,,31,0.8,25.4,11.5,55,70,55,40,55,85,1 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Sunkern,Himanuts,ヒマナッツ,#191,50,50,Seed Pokémon,Grass,,12,0.3,4.0,1.8,30,30,30,30,30,30,1 Sp. Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sunflora,Kimawari,キマワリ,#192,50,50,Sun Pokémon,Grass,,31,0.8,18.7,8.5,75,75,55,105,85,30,2 Sp. Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Yanma,Yanyanma,ヤンヤンマ,#193,50,50,Clear Wing Pokémon,Bug,Flying,47,1.2,83.8,38.0,65,65,45,75,45,95,1 Speed Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Wooper,Upah,ウパー,#194,50,50,Water Fish Pokémon (Johtonian)Poison Fish Pokémon (Paldean),Water,Ground,16,0.4,18.7,8.5,55,45,45,25,25,15,1 HP Point(s)Paldean Form1 HP Point(s),1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5
Quagsire,Nuoh,ヌオー,#195,50,50,Water Fish Pokémon,Water,Ground,55,1.4,165.3,75.0,95,85,85,65,65,35,2 HP Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Espeon,Eifie,エーフィ,#196,88,12,Sun Pokémon,Psychic,,35,0.9,58.4,26.5,65,65,60,130,95,110,2 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Umbreon,Bracky,ブラッキー,#197,88,12,Moonlight Pokémon,Dark,,39,1.0,59.5,27.0,95,65,110,60,130,65,2 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Murkrow,Yamikarasu,ヤミカラス,#198,50,50,Darkness Pokémon,Dark,Flying,20,0.5,4.6,2.1,60,85,42,85,42,91,1 Speed Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
Slowking,Yadoking,ヤドキング,#199,50,50,Royal Pokémon (Johtonian)Hexpert Pokémon (Galarian),Water,Psychic,79,2.0,175.3,79.5,95,75,80,100,110,30,2 Sp. Defense Point(s)Galarian Form2 Sp. Defense Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
Misdreavus,Muma,ムウマ,#200,50,50,Screech Pokémon,Ghost,,28,0.7,2.2,1.0,60,60,60,85,85,85,1 Sp. Defense Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
,,,#201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Girafarig,Kirinriki,キリンリキ,#203,50,50,Long Neck Pokémon,Normal,Psychic,59,1.5,91.5,41.5,70,80,65,90,65,85,2 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
Pineco,Kunugidama,クヌギダマ,#204,50,50,Bagworm Pokémon,Bug,,24,0.6,15.9,7.2,50,65,90,35,35,15,1 Defense Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Forretress,Foretos,フォレトス,#205,50,50,Bagworm Pokémon,Bug,Steel,47,1.2,277.3,125.8,75,90,140,60,60,40,2 Defense Point(s),0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Dunsparce,Nokocchi,ノコッチ,#206,50,50,Land Snake Pokémon,Normal,,59,1.5,30.9,14.0,100,70,70,65,65,45,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Gligar,Gliger,グライガー,#207,50,50,Flyscorpion Pokémon,Ground,Flying,43,1.1,142.9,64.8,65,75,105,35,65,85,1 Defense Point(s),1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
,,,#208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snubbull,Bulu,ブルー,#209,25,75,Fairy Pokémon,Fairy,,24,0.6,17.2,7.8,60,80,50,40,40,30,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Granbull,Granbulu,グランブル,#210,25,75,Fairy Pokémon,Fairy,,55,1.4,107.4,48.7,90,120,75,60,60,45,2 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Qwilfish,Harysen,ハリーセン,#211,50,50,Balloon Pokémon,Water,Poison,20,0.5,8.6,3.9,65,95,85,55,55,85,1 Attack Point(s)Hisuian Form1 Attack Point(s),1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Scizor,Hassam,ハッサム,#212,50,50,Pincer Pokémon,Bug,Steel,71,1.8,260.1,118.0,70,130,100,55,80,65,2 Attack Point(s),0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
,,,#213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heracross,Heracros,ヘラクロス,#214,50,50,Singlehorn Pokémon,Bug,Fighting,59,1.5,119.0,54.0,80,125,75,40,95,85,2 Attack Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
Sneasel,Nyula,ニューラ,#215,50,50,Sharp Claw Pokémon,Dark,Ice,35,0.9,61.7,28.0,55,95,55,35,75,115,1 Speed Point(s)Hisuian Form1 Speed Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
Teddiursa,Himeguma,ヒメグマ,#216,50,50,Little Bear Pokémon,Normal,,24,0.6,19.4,8.8,60,80,50,50,50,40,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Ursaring,Ringuma,リングマ,#217,50,50,Hibernator Pokémon,Normal,,71,1.8,277.3,125.8,90,130,75,75,75,55,2 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Slugma,Magmag,マグマッグ,#218,50,50,Lava Pokémon,Fire,,28,0.7,77.2,35.0,40,40,40,70,40,20,1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Magcargo,Magcargot,マグカルゴ,#219,50,50,Lava Pokémon,Fire,Rock,31,0.8,121.3,55.0,60,50,120,90,80,30,2 Defense Point(s),0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Swinub,Urimoo,ウリムー,#220,50,50,Pig Pokémon,Ice,Ground,16,0.4,14.3,6.5,50,50,40,30,30,50,1 Attack Point(s),1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Piloswine,Inomoo,イノムー,#221,50,50,Swine Pokémon,Ice,Ground,43,1.1,123.0,55.8,100,100,80,60,60,50,1 HP Point(s)1 Attack Point(s),1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
