name,japanese_name_romanji,japanese_name_kana,number,prop. male,prop. female,classification,type1,type2,height_in,height_m,weight_lbs,weight_kg,hit_points,attack,defense,sp_att,sp_def,speed,effort_values,wk_normal,wk_fire,wk_water,wk_electric,wk_grass,wk_ice,wk_fighting,wk_poison,wk_ground,wk_flying,wk_psychic,wk_bug,wk_rock,wk_ghost,wk_dragon,wk_dark,wk_steel,wk_fairy
Grimer,Betbeter,ベトベター,#088,2,8,Sludge Pokémon,Poison,,35,0.9,66.1,30.0,80,80,50,40,50,25,1 HP Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Muk,Betbeton,ベトベトン,#089,2,8,Sludge Pokémon,Poison,,47,1.2,66.1,30.0,105,105,75,65,100,50,1 HP Point(s)1 Attack Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Shellder,Shellder,シェルダー,#090,2,8,Bivalve Pokémon,Water,,12,0.3,8.8,4.0,30,65,100,45,25,40,1 Defense Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Cloyster,Parshen,パルシェン,#091,2,8,Bivalve Pokémon,Water,Ice,59,1.5,292.1,132.5,50,95,180,85,45,70,2 Defense Point(s),1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Gastly,Ghos,ゴース,#092,2,8,Gas Pokémon,Ghost,Poison,51,1.3,0.2,0.1,30,35,30,100,35,80,1 Sp. Attack Point(s),0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
Haunter,Ghost,ゴースト,#093,2,8,Gas Pokémon,Ghost,Poison,63,1.6,0.2,0.1,45,50,45,115,55,95,2 Sp. Attack Point(s),0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
Gengar,Gangar,ゲンガー,#094,2,8,Shadow Pokémon,Ghost,Poison,59,1.5,89.3,40.5,60,65,60,130,75,110,3 Sp. Attack Point(s),0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
Onix,Iwark,イワーク,#095,2,8,Rock Snake Pokémon,Rock,Ground,346,8.8,463.0,210.0,35,45,160,30,45,70,1 Defense Point(s),0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Drowzee,Sleepe,スリープ,#096,2,8,Hypnosis Pokémon,Psychic,,39,1.0,71.4,32.4,60,48,45,43,90,42,1 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Hypno,Sleeper,スリーパー,#097,2,8,Hypnosis Pokémon,Psychic,,63,1.6,166.7,75.6,85,73,70,73,115,67,2 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Krabby,Crab,クラブ,#098,2,8,River Crab Pokémon,Water,,16,0.4,14.3,6.5,30,105,90,25,25,50,1 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Kingler,Kingler,キングラー,#099,2,8,Pincer Pokémon,Water,,51,1.3,132.3,60.0,55,130,115,50,50,75,2 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Voltorb,Biriridama,ビリリダマ,#100,,,Ball Pokémon (Kantonian)Sphere Pokémon (Hisuian),Electric,Electric,20,0.5,22.9,10.4,40,30,50,55,55,100,1 Speed Point(s),1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Electrode,Marumine,マルマイン,#101,,,Ball Pokémon (Kantonian)Sphere Pokémon (Hisuian),Electric,Electric,47,1.2,146.8,66.6,60,50,70,80,80,150,2 Speed Point(s),1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Exeggcute,Tamatama,タマタマ,#102,2,8,Egg Pokémon,Grass,Psychic,16,0.4,5.5,2.5,60,40,80,60,45,40,1 Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
Exeggutor,Nassy,ナッシー,#103,2,8,Coconut Pokémon,Grass,Psychic,79,2.0,264.6,120.0,95,95,85,125,75,55,2 Sp. Attack Point(s)Alola Form2 Sp. Attack Point(s),1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
Cubone,Karakara,カラカラ,#104,2,8,Lonely Pokémon,Ground,,16,0.4,14.3,6.5,50,50,95,40,50,35,1 Defense Point(s),1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Marowak,Garagara,ガラガラ,#105,2,8,Bone Keeper Pokémon,Ground,Fire,39,1.0,99.2,45.0,60,80,110,50,80,45,2 Defense Point(s)Alola Form2 Defense Point(s),0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
Hitmonlee,Sawamular,サワムラー,#106,100,0,Kicking Pokémon,Fighting,,59,1.5,109.8,49.8,50,120,53,35,110,87,2 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Hitmonchan,Ebiwalar,エビワラー,#107,100,0,Punching Pokémon,Fighting,,55,1.4,110.7,50.2,50,105,79,35,110,76,2 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Lickitung,Beroringa,ベロリンガ,#108,2,8,Licking Pokémon,Normal,,47,1.2,144.4,65.5,90,55,75,60,75,30,2 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Koffing,Dogars,ドガース,#109,2,8,Poison Gas Pokémon,Poison,,24,0.6,2.2,1.0,40,65,95,60,45,35,1 Defense Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Weezing,Matadogas,マタドガス,#110,2,8,Poison Gas Pokémon,Poison,Poison,47,1.2,20.9,9.5,65,90,120,85,70,60,2 Defense Point(s)Galarian Form2 Defense Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.5,2.0,0.5
Rhyhorn,Sihorn,サイホーン,#111,2,8,Spikes Pokémon,Ground,Rock,39,1.0,253.5,115.0,80,85,95,30,30,25,1 Defense Point(s),0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Rhydon,Sidon,サイドン,#112,2,8,Drill Pokémon,Ground,Rock,75,1.9,264.6,120.0,105,130,120,45,45,40,2 Attack Point(s),0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Chansey,Lucky,ラッキー,#113,0,100,Egg Pokémon,Normal,,43,1.1,76.3,34.6,250,5,5,35,105,50,2 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Tangela,Monjara,モンジャラ,#114,2,8,Vine Pokémon,Grass,,39,1.0,77.2,35.0,65,55,115,100,40,60,1 Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Kangaskhan,Garura,ガルーラ,#115,0,100,Parent Pokémon,Normal,,87,2.2,176.4,80.0,105,95,80,40,80,90,2 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Horsea,Tattu,タッツー,#116,2,8,Dragon Pokémon,Water,,16,0.4,17.6,8.0,30,40,70,70,25,60,1 Sp. Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Seadra,Seadra,シードラ,#117,2,8,Dragon Pokémon,Water,,47,1.2,55.1,25.0,55,65,95,95,45,85,1 Defense Point(s)1 Sp. Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Goldeen,Tosakinto,トサキント,#118,2,8,Goldfish Pokémon,Water,,24,0.6,33.1,15.0,45,67,60,35,50,63,1 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Seaking,Azumao,アズマオウ,#119,2,8,Goldfish Pokémon,Water,,51,1.3,86.0,39.0,80,92,65,65,80,68,2 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Staryu,Hitodeman,ヒトデマン,#120,,,Starshape Pokémon,Water,,31,0.8,76.1,34.5,30,45,55,70,55,85,1 Speed Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Starmie,Starmie,スターミー,#121,,,Mysterious Pokémon,Water,Psychic,43,1.1,176.4,80.0,60,75,85,100,85,115,2 Speed Point(s),1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
Mr. Mime,Barrierd,バリヤード,#122,2,8,Barrier Pokémon (Kantonian)Dancing Pokémon (Galarian),Psychic,Fairy,51,1.3,120.2,54.5,40,45,65,100,120,90,2 Sp. Defense Point(s)Galarian Form2 Speed Point(s),1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
Scyther,Strike,ストライク,#123,2,8,Mantis Pokémon,Bug,Flying,59,1.5,123.5,56.0,70,110,80,55,80,105,1 Attack Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Jynx,Rougela,ルージュラ,#124,0,100,Humanshape Pokémon,Ice,Psychic,55,1.4,89.5,40.6,65,50,35,115,95,95,2 Sp. Attack Point(s),1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
Electabuzz,Eleboo,エレブー,#125,49,51,Electric Pokémon,Electric,,43,1.1,66.1,30.0,65,83,57,95,85,105,2 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Magmar,Boober,ブーバー,#126,49,51,Spitfire Pokémon,Fire,,51,1.3,98.1,44.5,65,95,57,100,85,93,2 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Pinsir,Kailios,カイロス,#127,2,8,Stagbeetle Pokémon,Bug,,59,1.5,121.3,55.0,65,125,100,55,70,85,2 Attack Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Tauros,Kentauros,ケンタロス,#128,100,0,Wild Bull Pokémon,Normal,,55,1.4,194.9,88.4,75,100,95,40,70,110,1 Attack Point(s)1 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Magikarp,Koiking,コイキング,#129,2,8,Fish Pokémon,Water,,35,0.9,22.0,10.0,20,10,55,15,20,80,1 Speed Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Gyarados,Gyarados,ギャラドス,#130,2,8,Atrocious Pokémon,Water,Flying,256,6.5,518.1,235.0,95,125,79,60,100,81,2 Attack Point(s),1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Lapras,Laplace,ラプラス,#131,2,8,Transport Pokémon,Water,Ice,98,2.5,485.0,220.0,130,85,80,85,95,60,2 HP Point(s),1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Ditto,Metamon,メタモン,#132,,,Transform Pokémon,Normal,,12,0.3,8.8,4.0,48,48,48,48,48,48,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Eevee,Eievui,イーブイ,#133,14,86,Evolution Pokémon,Normal,,12,0.3,14.3,6.5,55,55,50,45,65,55,1 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Vaporeon,Showers,シャワーズ,#134,14,86,Bubble Jet Pokémon,Water,,39,1.0,63.9,29.0,130,65,60,110,95,65,2 HP Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Jolteon,Thunders,サンダース,#135,14,86,Lightning Pokémon,Electric,,31,0.8,54.0,24.5,65,65,60,110,95,130,2 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Flareon,Booster,ブースター,#136,14,86,Flame Pokémon,Fire,,35,0.9,55.1,25.0,65,130,60,95,110,65,2 Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Porygon,Porygon,ポリゴン,#137,,,Virtual Pokémon,Normal,,31,0.8,80.5,36.5,65,60,70,85,75,40,1 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Omanyte,Omnite,オムナイト,#138,14,86,Spiral Pokémon,Rock,Water,16,0.4,16.5,7.5,35,40,100,90,55,35,1 Defense Point(s),0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Omastar,Omstar,オムスター,#139,14,86,Spiral Pokémon,Rock,Water,39,1.0,77.2,35.0,70,60,125,115,70,55,2 Defense Point(s),0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kabuto,Kabuto,カブト,#140,14,86,Shellfish Pokémon,Rock,Water,20,0.5,25.4,11.5,30,80,90,55,45,55,1 Defense Point(s),0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kabutops,Kabutops,カブトプス,#141,14,86,Shellfish Pokémon,Rock,Water,51,1.3,89.3,40.5,60,115,105,65,70,80,2 Attack Point(s),0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Aerodactyl,Ptera,プテラ,#142,14,86,Fossil Pokémon,Rock,Flying,71,1.8,130.1,59.0,80,105,65,60,75,130,2 Speed Point(s),0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
Snorlax,Kabigon,カビゴン,#143,14,86,Sleeping Pokémon,Normal,,83,2.1,1014.1,460.0,160,110,65,65,110,30,2 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Articuno,Freezer,フリーザー,#144,,,Freeze Pokémon (Kantonian)Cruel Pokémon (Galarian),Ice,Flying,67,1.7,122.1,55.4,90,85,100,95,125,85,3 Sp. Defense Point(s)Galarian Form3 Sp. Attack Point(s),1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Zapdos,Thunder,サンダー,#145,,,Electric Pokémon (Kantonian)Strong Legs Pokémon (Galarian),Electric,Flying,63,1.6,116.0,52.6,90,90,85,125,90,100,3 Sp. Attack Point(s)Galarian Form3 Attack Point(s),1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
Moltres,Fire,ファイヤー,#146,,,Flame Pokémon (Kantonian)Malevolent Pokémon (Galarian),Fire,Flying,79,2.0,132.3,60.0,90,100,90,125,85,90,3 Sp. Attack Point(s)Galarian Form3 Sp. Defense Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
Dratini,Miniryu,ミニリュウ,#147,2,8,Dragon Pokémon,Dragon,,71,1.8,7.3,3.3,41,64,45,50,50,50,1 Attack Point(s),1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Dragonair,Hakuryu,ハクリュー,#148,2,8,Dragon Pokémon,Dragon,,157,4.0,36.4,16.5,61,84,65,70,70,70,2 Attack Point(s),1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Dragonite,Kairyu,カイリュー,#149,2,8,Dragon Pokémon,Dragon,Flying,87,2.2,463.0,210.0,91,134,95,100,100,80,3 Attack Point(s),1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Mewtwo,Mewtwo,ミュウツー,#150,,,Genetic Pokémon,Psychic,,79,2.0,269.0,122.0,106,110,90,154,90,130,3 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Mew,Mew,ミュウ,#151,,,New Species Pokémon,Psychic,,16,0.4,8.8,4.0,100,100,100,100,100,100,3 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Chikorita,Chicorita,チコリータ,#152,14,86,Leaf Pokémon,Grass,,35,0.9,14.1,6.4,45,49,65,49,65,45,1 Sp. Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Bayleef,Bayleaf,ベイリーフ,#153,14,86,Leaf Pokémon,Grass,,47,1.2,34.8,15.8,60,62,80,63,80,60,1 Defense Point(s)1 Sp. Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Meganium,Meganium,メガニウム,#154,14,86,Herb Pokémon,Grass,,71,1.8,221.6,100.5,80,82,100,83,100,80,1 Defense Point(s)2 Sp. Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Cyndaquil,Hinoarashi,ヒノアラシ,#155,14,86,Fire Mouse Pokémon,Fire,,20,0.5,17.4,7.9,39,52,43,60,50,65,1 Speed Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Quilava,Magmarashi,マグマラシ,#156,14,86,Volcano Pokémon,Fire,,35,0.9,41.9,19.0,58,64,58,80,65,80,1 Speed Point(s)1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Typhlosion,Bakphoon,バクフーン,#157,14,86,Volcano Pokémon (Johtonian)Ghost Flame Pokémon (Hisuian),Fire,Fire,67,1.7,175.3,79.5,78,84,78,109,85,100,3 Sp. Attack Point(s),0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
Totodile,Waninoko,ワニノコ,#158,14,86,Big Jaw Pokémon,Water,,24,0.6,20.9,9.5,50,65,64,44,48,43,1 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Croconaw,Alligates,アリゲイツ,#159,14,86,Big Jaw Pokémon,Water,,43,1.1,55.1,25.0,65,80,80,59,63,58,1 Attack Point(s)1 Defense Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Feraligatr,Ordile,オーダイル,#160,14,86,Big Jaw Pokémon,Water,,91,2.3,195.8,88.8,85,105,100,79,83,78,2 Attack Point(s)1 Defense Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Sentret,Otachi,オタチ,#161,2,8,Scout Pokémon,Normal,,31,0.8,13.2,6.0,35,46,34,35,45,20,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Furret,Ootachi,オオタチ,#162,2,8,Long Body Pokémon,Normal,,71,1.8,71.6,32.5,85,76,64,45,55,90,2 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Hoothoot,Hoho,ホーホー,#163,2,8,Owl Pokémon,Normal,Flying,28,0.7,46.7,21.2,60,30,30,36,56,50,1 HP Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Noctowl,Yorunozuku,ヨルノズク,#164,2,8,Owl Pokémon,Normal,Flying,63,1.6,89.9,40.8,100,50,50,86,96,70,2 HP Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Ledyba,Rediba,レディバ,#165,2,8,Five Star Pokémon,Bug,Flying,39,1.0,23.8,10.8,40,20,30,40,80,55,1 Sp. Defense Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Ledian,Redian,レディアン,#166,2,8,Five Star Pokémon,Bug,Flying,55,1.4,78.5,35.6,55,35,50,55,110,85,2 Sp. Defense Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Spinarak,Itomaru,イトマル,#167,2,8,String Spit Pokémon,Bug,Poison,20,0.5,18.7,8.5,40,60,40,40,40,30,1 Attack Point(s),1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Ariados,Ariados,アリアドス,#168,2,8,Long Leg Pokémon,Bug,Poison,43,1.1,73.9,33.5,70,90,70,60,70,40,2 Attack Point(s),1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Crobat,Crobat,クロバット,#169,2,8,Bat Pokémon,Poison,Flying,71,1.8,165.3,75.0,85,90,80,70,80,130,3 Speed Point(s),1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
Chinchou,Chonchie,チョンチー,#170,2,8,Angler Pokémon,Water,Electric,20,0.5,26.5,12.0,75,38,38,56,56,67,1 HP Point(s),1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
Lanturn,Lantern,ランターン,#171,2,8,Light Pokémon,Water,Electric,47,1.2,49.6,22.5,125,58,58,76,76,67,2 HP Point(s),1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
Pichu,Pichu,ピチュー,#172,2,8,Tiny Mouse Pokémon,Electric,,12,0.3,4.4,2.0,20,40,15,35,35,60,1 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Cleffa,Py,ピィ,#173,9,1,Star Shape Pokémon,Fairy,,12,0.3,6.6,3.0,50,25,28,45,55,15,1 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Igglybuff,Pupurin,ププリン,#174,9,1,Balloon Pokémon,Normal,Fairy,12,0.3,2.2,1.0,90,30,15,40,20,15,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
Togepi,Togepy,トゲピー,#175,14,86,Spike Ball Pokémon,Fairy,,12,0.3,3.3,1.5,35,20,65,40,65,20,1 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Togetic,Togechick,トゲチック,#176,14,86,Happiness Pokémon,Fairy,Flying,24,0.6,7.1,3.2,55,40,85,80,105,40,2 Sp. Defense Point(s),1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
